label,run,filename,total_packets,duration_sec,packets_per_sec,bytes_total,bytes_per_sec,pkt_size_mean,pkt_size_std,pkt_size_min,pkt_size_max,pkt_size_median,iat_mean,iat_std,iat_min,iat_max,iat_median,ratio_ip,ratio_tcp,ratio_udp,ratio_icmp,ratio_arp,count_ip,count_tcp,count_udp,count_icmp,count_arp,count_dns,flag_syn,flag_ack,flag_fin,flag_rst,flag_psh,flag_urg,syn_only_count,ratio_syn_only,ratio_syn_ack,tcp_win_mean,tcp_win_std,tcp_win_min,tcp_win_max,unique_src_ports,unique_dst_ports,port_entropy_dst,top_dst_port_count,http_pkts,https_pkts,rtsp_pkts,telnet_pkts,ssh_pkts,unique_src_ips,unique_dst_ips,ip_pair_count,src_ip_entropy,dst_ip_entropy,ttl_mean,ttl_std,ttl_min,ttl_max,payload_mean,payload_std,payload_max,n_has_payload,ratio_has_payload,max_payload_repeat,n_http_get,n_http_post,n_flows,pkts_per_flow_mean,pkts_per_flow_std,pkts_per_flow_max,bytes_per_flow_mean,bytes_per_flow_std,bytes_per_flow_max,top_flow_pkts,arp_who_has,arp_is_at,n_http_conn_ips,ratio_rtsp
rtsp_brute_force,run_9,rtsp_brute_force.pcap,130,10.107253,12.8621,7368,728.9814,56.6769,3.4867,54.0,74.0,58.0,0.078351,0.113389,-0.0,0.398343,0.004307,1.0,1.0,0.0,0.0,0.0,130,130,0,0,0,0,64,67,2,61,0,0,62,0.4769,0.9552,1997.2923,9626.7191,0.0,65160.0,67,67,5.0081,26,0,0,6,0,0,2,2,2,0.9998,0.9998,56.0308,8.6939,38.0,64.0,0.0,0.0,0.0,0,0.0,0,0,0,67,1.9403,3.7051,26.0,109.9701,200.4954,1404.0,26,0,0,0,0.0462
slowloris,run_9,slowloris.pcap,122,9.950222,12.261,6832,686.6178,56.0,2.0,54.0,58.0,56.0,0.082233,0.112435,0.002028,0.398195,0.007648,1.0,1.0,0.0,0.0,0.0,122,122,0,0,0,0,61,61,0,61,0,0,61,0.5,1.0,512.0,512.0,0.0,1024.0,65,65,4.9182,25,0,0,0,0,0,2,2,2,1.0,1.0,55.3443,8.9925,37.0,63.0,0.0,0.0,0.0,0,0.0,0,0,0,65,1.8769,3.7107,25.0,105.1077,199.4923,1350.0,25,0,0,0,0.0
brute_force_ssl,run_10,brute_force_ssl.pcap,499,9.8665,50.5752,71247,7221.1016,142.7796,245.3931,54.0,1386.0,66.0,0.019812,0.040559,-0.000131,0.156572,0.002423,1.0,1.0,0.0,0.0,0.0,499,499,0,0,0,0,139,375,41,109,105,0,123,0.2465,0.3707,4640.2685,15459.4989,0.0,65160.0,128,128,5.1584,123,0,123,0,0,0,2,2,2,0.9956,0.9956,60.0942,6.9071,37.0,64.0,381.8762,410.018,1320.0,105,0.2104,1,0,0,128,3.8984,11.7811,123.0,556.6172,1931.0829,20019.0,123,0,0,0,0.0
dos_http_flood,run_10,dos_http_flood.pcap,3791,9.947791,381.0896,982922,98808.0637,259.2778,493.4257,54.0,2241.0,66.0,0.002625,0.008352,-0.00015,0.060129,0.000106,1.0,1.0,0.0,0.0,0.0,3791,3791,0,0,0,0,397,3145,401,488,1414,0,239,0.063,0.1262,5988.6829,17708.5104,0.0,65160.0,403,403,5.6715,1625,0,1625,0,0,0,2,2,2,0.9928,0.9928,63.0963,2.5458,37.0,64.0,509.4432,691.1267,2175.0,1444,0.3809,2,0,0,403,9.4069,80.6889,1625.0,2439.0124,9173.096,181969.0,1625,0,0,0,0.0
dos_syn_flood,run_10,dos_syn_flood.pcap,29401,10.226301,2875.0375,1731291,169297.8651,58.8854,66.7071,54.0,2241.0,54.0,0.000348,0.000391,-0.000247,0.001367,0.000118,1.0,1.0,0.0,0.0,0.0,29401,29401,0,0,0,0,19274,9902,110,9902,110,0,9678,0.3292,1.9465,21144.5906,29998.5762,0.0,64240.0,9773,9771,5.4145,19418,2,19419,1,0,0,2,2,2,0.9217,0.9217,63.6198,1.001,37.0,64.0,888.9478,574.9444,2175.0,115,0.0039,1,0,0,9792,3.0026,196.2116,19418.0,176.8067,10596.0248,1048572.0,19418,0,0,1,0.0
dos_udp_flood,run_10,dos_udp_flood.pcap,45779,10.187939,4493.4505,1925366,188984.8348,42.0578,0.9526,42.0,70.0,42.0,0.000223,0.002057,-2e-06,0.03106,2.9e-05,1.0,0.0037,0.9961,0.0002,0.0,45779,169,45600,10,0,0,85,84,0,84,0,0,85,0.503,1.0119,515.0296,511.991,0.0,1024.0,45639,91,0.0548,45600,0,0,0,0,0,2,2,2,0.0213,0.0213,63.9691,0.7312,37.0,64.0,0.0,0.0,0.0,0,0.0,0,0,0,92,497.5978,4728.0181,45600.0,20927.8913,198573.7939,1915200.0,45600,0,0,0,0.0
mixed_attack,run_10,mixed_attack.pcap,54266,10.210355,5314.8006,3002848,294098.3009,55.3357,1.8883,42.0,58.0,54.0,0.000188,0.001232,-0.000203,0.040916,1.1e-05,1.0,1.0,0.0,0.0,0.0,54266,54264,0,2,0,0,36140,18124,0,18124,0,0,18105,0.3336,1.994,21522.2848,30140.3705,0.0,64240.0,18227,18113,5.6647,36048,4,36049,3,1,1,2,2,2,0.919,0.919,63.6381,0.8567,37.0,64.0,0.0,0.0,0.0,0,0.0,0,0,0,18134,2.9925,267.6766,36048.0,165.5921,14454.5386,1946596.0,36048,0,0,2,0.0001
normal,run_10,normal.pcap,155,9.655301,16.0534,8682,899.1952,56.0129,2.0,54.0,58.0,58.0,0.062697,0.099228,2e-06,0.500322,0.004772,1.0,1.0,0.0,0.0,0.0,155,155,0,0,0,0,78,77,0,77,0,0,77,0.4968,1.013,923.1484,5127.6773,0.0,64240.0,89,89,5.6241,19,0,2,0,0,0,2,2,2,1.0,1.0,55.4774,8.8313,37.0,64.0,0.0,0.0,0.0,0,0.0,0,0,0,89,1.7416,2.8186,19.0,97.5506,151.4608,1026.0,19,0,0,0,0.0
port_scan,run_10,port_scan.pcap,153,9.936594,15.3976,8542,859.6507,55.8301,2.5458,42.0,58.0,54.0,0.065372,0.265401,5.6e-05,3.193435,0.004245,1.0,0.9869,0.0,0.0131,0.0,153,151,0,2,0,0,76,75,0,75,0,0,75,0.4967,1.0133,934.0397,5194.0388,0.0,64240.0,84,84,5.4811,18,2,0,2,1,1,2,2,2,1.0,1.0,56.0392,8.3454,37.0,64.0,0.0,0.0,0.0,0,0.0,0,0,0,86,1.7791,3.0209,18.0,99.3256,162.3535,972.0,18,0,0,1,0.0131
replay_attack,run_10,replay_attack.pcap,362,10.183089,35.5491,20156,1979.3601,55.6796,1.9742,54.0,58.0,54.0,0.028208,0.029124,-1e-06,0.10433,0.018605,1.0,1.0,0.0,0.0,0.0,362,362,0,0,0,0,152,210,0,210,0,0,152,0.4199,0.7238,429.9669,505.3856,0.0,1024.0,213,97,5.1544,46,2,0,0,5,0,2,2,2,0.9814,0.9814,56.7293,8.6554,37.0,63.0,0.0,0.0,0.0,0,0.0,0,0,0,97,3.732,8.1551,46.0,207.7938,440.0626,2484.0,46,0,0,1,0.0
rtsp_brute_force,run_10,rtsp_brute_force.pcap,144,9.91459,14.5241,8152,822.2226,56.6111,3.377,54.0,74.0,58.0,0.069333,0.127739,3.4e-05,0.522676,0.004881,1.0,1.0,0.0,0.0,0.0,144,144,0,0,0,0,71,74,2,68,0,0,69,0.4792,0.9595,1852.8889,9158.7603,0.0,65160.0,80,80,5.6382,11,0,0,6,0,0,2,2,2,0.9999,0.9999,55.7986,8.9245,37.0,64.0,0.0,0.0,0.0,0,0.0,0,0,0,80,1.8,2.3206,11.0,101.9,126.0202,594.0,11,0,0,0,0.0417
slowloris,run_10,slowloris.pcap,220,10.129947,21.7178,12320,1216.1958,56.0,2.0,54.0,58.0,56.0,0.046255,0.055853,0.0,0.160046,0.004449,1.0,1.0,0.0,0.0,0.0,220,220,0,0,0,0,110,110,0,110,0,0,110,0.5,1.0,512.0,512.0,0.0,1024.0,116,116,5.6278,26,0,0,0,0,0,2,2,2,1.0,1.0,54.9818,9.1433,37.0,63.0,0.0,0.0,0.0,0,0.0,0,0,0,116,1.8966,4.1614,26.0,106.2069,223.8963,1404.0,26,0,0,0,0.0
brute_force_ssl,run_11,brute_force_ssl.pcap,1067,10.064883,106.0122,186522,18531.9591,174.8097,280.7312,54.0,1386.0,66.0,0.009442,0.030301,-0.000151,0.204392,0.000414,1.0,1.0,0.0,0.0,0.0,1067,1067,0,0,0,0,208,903,101,121,308,0,164,0.1537,0.2303,5990.686,17605.6028,0.0,65160.0,173,173,5.1826,374,0,374,0,0,0,2,2,2,0.996,0.996,61.6804,5.267,37.0,64.0,381.8312,410.0416,1320.0,308,0.2887,1,0,0,173,6.1676,28.4674,374.0,1078.1618,4579.7276,59408.0,374,0,0,0,0.0
dos_http_flood,run_11,dos_http_flood.pcap,2516,10.381196,242.3613,726291,69962.1715,288.6689,474.5056,54.0,2241.0,74.0,0.004128,0.010172,-0.00014,0.088229,0.000329,1.0,1.0,0.0,0.0,0.0,2516,2516,0,0,0,0,204,2278,148,165,1139,0,170,0.0676,0.0896,3450.0823,12877.4029,0.0,65160.0,399,360,5.7785,1028,0,1028,0,0,0,2,2,2,0.9919,0.9919,62.8331,3.3218,37.0,64.0,480.447,599.9508,2175.0,1170,0.465,2,0,0,360,6.9889,53.9711,1028.0,2017.475,6514.9025,121981.0,1028,0,0,0,0.0
dos_syn_flood,run_11,dos_syn_flood.pcap,29111,10.222331,2847.7849,1656490,162046.2097,56.9025,45.4894,54.0,1386.0,54.0,0.000351,0.000389,-0.000268,0.001379,0.000126,1.0,1.0,0.0,0.0,0.0,29111,29111,0,0,0,0,19283,9760,36,9756,34,0,9686,0.3327,1.9757,21352.3834,30077.2233,0.0,64240.0,9701,9698,5.3948,19262,2,19263,1,0,0,2,2,2,0.9202,0.9202,63.615,1.0488,37.0,64.0,1320.0,0.0,1320.0,34,0.0012,1,0,0,9732,2.9913,195.2342,19262.0,170.2106,10543.1222,1040172.0,19262,0,0,1,0.0
dos_udp_flood,run_11,dos_udp_flood.pcap,42374,10.21198,4149.4401,1782616,174561.2488,42.0686,1.032,42.0,70.0,42.0,0.000241,0.002291,5e-06,0.047225,2.9e-05,1.0,0.0044,0.9953,0.0002,0.0,42374,188,42176,10,0,0,93,95,0,95,0,0,93,0.4947,0.9789,506.5532,511.971,0.0,1024.0,42222,99,0.0658,42176,0,0,0,0,0,2,2,2,0.025,0.025,63.96,0.8548,37.0,64.0,0.0,0.0,0.0,0,0.0,0,0,0,101,419.5446,4175.6471,42176.0,17649.6634,175374.343,1771392.0,42176,0,0,0,0.0
mixed_attack,run_11,mixed_attack.pcap,52832,9.976063,5295.8766,2923528,293054.2767,55.3363,1.8886,42.0,58.0,54.0,0.000189,0.001244,-0.000275,0.041303,1.5e-05,1.0,1.0,0.0,0.0,0.0,52832,52830,0,2,0,0,35172,17658,0,17658,0,0,17646,0.334,1.9918,21483.4668,30126.0864,0.0,64240.0,17802,17609,5.6629,35043,4,35045,1,1,1,2,2,2,0.9192,0.9192,63.6249,0.9899,37.0,64.0,0.0,0.0,0.0,0,0.0,0,0,0,17666,2.9906,263.6379,35043.0,165.489,14236.4441,1892326.0,35043,0,0,2,0.0
normal,run_11,normal.pcap,188,9.867328,19.0528,10528,1066.9555,56.0,2.0,54.0,58.0,56.0,0.052766,0.082652,2e-06,0.398064,0.006613,1.0,1.0,0.0,0.0,0.0,188,188,0,0,0,0,94,94,0,94,0,0,94,0.5,1.0,512.0,512.0,0.0,1024.0,101,101,5.6393,25,0,0,0,0,0,2,2,2,1.0,1.0,55.4574,8.8187,38.0,63.0,0.0,0.0,0.0,0,0.0,0,0,0,101,1.8614,3.4124,25.0,104.2376,183.3277,1350.0,25,0,0,0,0.0
port_scan,run_11,port_scan.pcap,246,10.059555,24.4544,13752,1367.0584,55.9024,2.3562,42.0,58.0,56.0,0.041059,0.062902,-1e-06,0.237152,0.00467,1.0,0.9919,0.0,0.0081,0.0,246,244,0,2,0,0,123,121,0,121,0,0,121,0.4959,1.0165,1034.3607,5768.547,0.0,64240.0,129,129,5.923,26,1,2,2,1,0,2,2,2,1.0,1.0,55.1789,9.0338,37.0,64.0,0.0,0.0,0.0,0,0.0,0,0,0,131,1.8779,3.6738,26.0,104.9771,197.9398,1404.0,26,0,0,1,0.0081
replay_attack,run_11,replay_attack.pcap,385,10.188984,37.7859,21450,2105.2148,55.7143,1.9795,54.0,58.0,54.0,0.026534,0.029579,-0.0,0.106578,0.013829,1.0,1.0,0.0,0.0,0.0,385,385,0,0,0,0,165,220,0,220,0,0,165,0.4286,0.75,438.8571,506.7486,0.0,1024.0,237,119,5.534,43,1,0,0,4,0,2,2,2,0.9852,0.9852,56.7117,8.4931,37.0,63.0,0.0,0.0,0.0,0,0.0,0,0,0,119,3.2353,6.7646,43.0,180.2521,364.9999,2322.0,43,0,0,1,0.0
rtsp_brute_force,run_11,rtsp_brute_force.pcap,330,10.108601,32.6455,18364,1816.6708,55.6485,2.8022,42.0,74.0,54.0,0.030725,0.053499,-2e-06,0.205064,0.003135,1.0,0.9939,0.0,0.0061,0.0,330,328,0,2,0,0,116,212,2,207,0,0,113,0.3445,0.5472,1146.6829,7052.7521,0.0,65160.0,153,172,6.4734,26,0,1,6,0,0,2,2,2,0.9407,0.9407,57.797,8.2663,37.0,64.0,0.0,0.0,0.0,0,0.0,0,0,0,173,1.9075,3.3818,26.0,106.1503,182.514,1404.0,26,0,0,0,0.0182
slowloris,run_11,slowloris.pcap,242,10.088744,23.9871,13552,1343.2792,56.0,2.0,54.0,58.0,56.0,0.041862,0.060745,-0.0,0.206074,0.004042,1.0,1.0,0.0,0.0,0.0,242,242,0,0,0,0,121,121,0,121,0,0,121,0.5,1.0,512.0,512.0,0.0,1024.0,127,127,5.8895,26,0,0,0,0,0,2,2,2,1.0,1.0,55.3636,9.1204,37.0,63.0,0.0,0.0,0.0,0,0.0,0,0,0,127,1.9055,3.7573,26.0,106.7087,202.0086,1404.0,26,0,0,0,0.0
brute_force_ssl,run_12,brute_force_ssl.pcap,57207,10.223881,5595.4291,3338995,326587.8267,58.3669,43.0081,54.0,1386.0,58.0,0.000179,0.000506,-0.000305,0.023451,6.1e-05,1.0,1.0,0.0,0.0,0.0,57207,57207,0,0,0,0,28239,29015,98,28175,329,0,28192,0.4928,0.9733,620.8534,2649.2182,0.0,65160.0,27998,27970,8.4744,27897,0,420,1,0,0,2,2,2,1.0,1.0,55.5781,8.8781,37.0,64.0,381.8389,410.0376,1320.0,329,0.0058,1,0,0,28004,2.0428,166.7167,27897.0,119.2328,9010.4929,1506438.0,27897,0,0,0,0.0
dos_http_flood,run_12,dos_http_flood.pcap,1989,9.972583,199.4468,462205,46347.5731,232.3806,408.1526,54.0,1386.0,66.0,0.005016,0.010857,-2e-06,0.0604,0.000215,1.0,1.0,0.0,0.0,0.0,1989,1989,0,0,0,0,240,1852,0,139,568,0,135,0.0679,0.1296,4156.7587,14404.9368,0.0,65160.0,481,637,6.8813,668,1,668,0,0,0,2,2,2,0.9731,0.9731,62.2453,4.4891,37.0,64.0,585.625,580.7473,1320.0,568,0.2856,2,0,0,640,3.1078,26.3791,668.0,722.1953,3509.6809,87753.0,668,0,0,0,0.0
dos_syn_flood,run_12,dos_syn_flood.pcap,7038,10.222928,688.4525,677698,66291.9661,96.2913,228.9751,54.0,1386.0,54.0,0.001453,0.001264,-0.000352,0.005302,0.001745,1.0,1.0,0.0,0.0,0.0,7038,7038,0,0,0,0,4069,2537,216,2537,216,0,2104,0.2989,1.6039,18161.3296,28679.5076,0.0,64240.0,2316,2316,5.1418,4361,0,4361,0,0,0,2,2,2,0.9431,0.9431,63.3402,2.2842,37.0,64.0,1315.0093,73.1786,1320.0,216,0.0307,1,0,0,2330,3.0206,90.3087,4361.0,290.8575,4890.5887,235494.0,4361,0,0,0,0.0
dos_udp_flood,run_12,dos_udp_flood.pcap,44713,9.93169,4502.0538,1882006,189495.0501,42.0908,1.1725,42.0,70.0,42.0,0.000222,0.00208,-2e-06,0.059422,2.9e-05,1.0,0.006,0.9937,0.0002,0.0,44713,270,44433,10,0,0,135,135,0,135,0,0,135,0.5,1.0,512.0,512.0,0.0,1024.0,44501,144,0.0897,44433,0,0,0,0,0,2,2,2,0.0315,0.0315,63.9461,0.9942,37.0,64.0,0.0,0.0,0.0,0,0.0,0,0,0,145,308.3655,3677.0549,44433.0,12979.3517,154434.0309,1866186.0,44433,0,0,0,0.0
mixed_attack,run_12,mixed_attack.pcap,51550,9.973609,5168.6406,2853956,286150.7814,55.3629,1.8958,54.0,58.0,54.0,0.000193,0.001253,-0.00035,0.041296,1.6e-05,1.0,1.0,0.0,0.0,0.0,51550,51550,0,0,0,0,33985,17565,0,17565,0,0,17563,0.3407,1.9348,20650.3635,29804.598,0.0,64240.0,17168,17005,5.8674,32843,5,32845,3,1,1,2,2,2,0.9255,0.9255,63.3079,2.541,37.0,64.0,0.0,0.0,0.0,0,0.0,0,0,0,17480,2.9491,248.5117,32843.0,163.2698,13419.6338,1773526.0,32843,0,0,2,0.0001
normal,run_12,normal.pcap,278,10.110521,27.4961,15568,1539.7822,56.0,2.0,54.0,58.0,56.0,0.0365,0.067778,0.0,0.319243,0.003652,1.0,1.0,0.0,0.0,0.0,278,278,0,0,0,0,139,139,0,139,0,0,139,0.5,1.0,512.0,512.0,0.0,1024.0,144,144,6.037,26,0,0,0,0,0,2,2,2,1.0,1.0,55.6151,8.6315,37.0,63.0,0.0,0.0,0.0,0,0.0,0,0,0,144,1.9306,3.961,26.0,108.1111,213.0453,1404.0,26,0,0,0,0.0
port_scan,run_12,port_scan.pcap,49105,9.971914,4924.3306,2749874,275761.91,55.9999,2.0,54.0,58.0,54.0,0.000203,0.001836,-0.000239,0.262014,5.4e-05,1.0,1.0,0.0,0.0,0.0,49105,49105,0,0,0,0,24551,24554,0,24554,0,0,24551,0.5,0.9999,511.9687,512.0,0.0,1024.0,24513,24499,8.326,24400,0,0,0,0,0,2,2,2,1.0,1.0,55.5376,8.805,37.0,63.0,0.0,0.0,0.0,0,0.0,0,0,0,24500,2.0043,155.8766,24400.0,112.2398,8417.3111,1317600.0,24400,0,0,0,0.0
replay_attack,run_12,replay_attack.pcap,445,10.173033,43.7431,24858,2443.519,55.8607,1.9951,54.0,58.0,54.0,0.022912,0.030386,-0.000107,0.186273,0.002901,1.0,1.0,0.0,0.0,0.0,445,445,0,0,0,0,207,238,0,238,0,0,207,0.4652,0.8697,476.3326,510.7561,0.0,1024.0,276,137,5.7268,43,1,0,0,4,0,2,2,2,0.9965,0.9965,55.9775,8.8383,37.0,63.0,0.0,0.0,0.0,0,0.0,0,0,0,137,3.2482,6.8602,43.0,181.4453,370.502,2322.0,43,0,0,1,0.0
rtsp_brute_force,run_12,rtsp_brute_force.pcap,407,9.886472,41.1674,22534,2279.2761,55.3661,2.7866,42.0,74.0,54.0,0.024351,0.054507,-0.000202,0.321676,0.000154,1.0,0.9853,0.0,0.0147,0.0,407,401,0,6,0,0,125,275,2,270,0,0,121,0.3017,0.4545,1121.1172,7128.7812,0.0,65160.0,184,177,6.6428,26,2,3,6,2,0,2,2,2,0.9037,0.9037,58.6216,7.497,37.0,64.0,0.0,0.0,0.0,0,0.0,0,0,0,179,2.2737,3.3306,26.0,125.8883,179.8355,1404.0,26,0,0,1,0.0147
slowloris,run_12,slowloris.pcap,273,10.053895,27.1537,15290,1520.8036,56.0073,2.0,54.0,58.0,58.0,0.036963,0.059514,-2e-06,0.255557,0.004257,1.0,1.0,0.0,0.0,0.0,273,273,0,0,0,0,137,136,0,136,0,0,137,0.5018,1.0074,513.8755,511.9966,0.0,1024.0,143,144,6.0498,26,0,1,0,0,0,2,2,2,1.0,1.0,55.4249,8.8927,37.0,63.0,0.0,0.0,0.0,0,0.0,0,0,0,144,1.8958,3.8635,26.0,106.1806,207.7766,1404.0,26,0,0,0,0.0
brute_force_ssl,run_13,brute_force_ssl.pcap,42165,9.973258,4227.8058,2487630,249430.0134,58.9975,48.4382,54.0,1386.0,58.0,0.000237,0.001494,-0.000216,0.090958,5.6e-05,1.0,1.0,0.0,0.0,0.0,42165,42165,0,0,0,0,20752,21456,81,20696,308,0,20708,0.4911,0.9672,650.11,2973.1377,0.0,65160.0,20358,20329,8.2893,20237,0,382,1,0,0,2,2,2,1.0,1.0,55.6349,8.8467,37.0,64.0,381.8312,410.0416,1320.0,308,0.0073,1,0,0,20350,2.072,141.8891,20236.0,122.2423,7672.8177,1092744.0,20236,0,0,0,0.0
dos_http_flood,run_13,dos_http_flood.pcap,4533,10.223959,443.3703,1163150,113767.0815,256.5961,473.518,54.0,2241.0,66.0,0.002256,0.007496,-0.000308,0.046974,0.000135,1.0,1.0,0.0,0.0,0.0,4533,4533,0,0,0,0,528,3741,465,585,1675,0,321,0.0708,0.1411,6500.4134,18454.9032,0.0,65160.0,340,340,5.5825,1926,1,1926,0,0,0,2,2,2,0.9928,0.9928,63.0649,2.594,37.0,64.0,492.6652,653.8373,2175.0,1762,0.3887,2,0,0,340,13.3324,104.0064,1926.0,3421.0294,11784.624,216818.0,1926,0,0,0,0.0
dos_syn_flood,run_13,dos_syn_flood.pcap,28738,10.224947,2810.5769,1590280,155529.4129,55.3372,1.887,54.0,58.0,54.0,0.000356,0.000406,-0.000302,0.001507,0.000109,1.0,1.0,0.0,0.0,0.0,28738,28738,0,0,0,0,19131,9607,0,9607,0,0,9636,0.3353,1.9914,21398.489,30094.4828,0.0,64240.0,9612,9581,5.386,19019,3,19020,1,0,0,2,2,2,0.9193,0.9193,63.6026,1.1734,37.0,64.0,0.0,0.0,0.0,0,0.0,0,0,0,9616,2.9886,193.9303,19019.0,165.3785,10472.1937,1027026.0,19019,0,0,1,0.0
dos_udp_flood,run_13,dos_udp_flood.pcap,42375,9.93054,4267.1397,1783082,179555.3988,42.0786,1.099,42.0,70.0,42.0,0.000234,0.002374,-2e-06,0.117624,2.9e-05,1.0,0.0051,0.9946,0.0002,0.0,42375,218,42147,10,0,0,109,109,0,109,0,0,109,0.5,1.0,512.0,512.0,0.0,1024.0,42191,118,0.0771,42147,0,0,0,0,0,2,2,2,0.0278,0.0278,63.9539,0.9219,37.0,64.0,0.0,0.0,0.0,0,0.0,0,0,0,119,356.0924,3847.1662,42147.0,14983.8824,161578.4425,1770174.0,42147,0,0,0,0.0
mixed_attack,run_13,mixed_attack.pcap,25548,9.967403,2563.1551,1415964,142059.4722,55.4237,1.9152,54.0,58.0,54.0,0.00039,0.003439,-0.000334,0.255556,2.2e-05,1.0,1.0,0.0,0.0,0.0,25548,25548,0,0,0,0,16456,9092,0,9092,0,0,8446,0.3306,1.8099,20331.9731,29674.7206,0.0,64240.0,8194,7841,5.7618,15373,10,15375,3,4,1,2,2,2,0.9392,0.9392,62.9707,3.4557,37.0,64.0,0.0,0.0,0.0,0,0.0,0,0,0,8219,3.1084,169.9043,15373.0,172.2794,9174.8359,830146.0,15373,0,0,2,0.0001
normal,run_13,normal.pcap,219,9.798641,22.35,12266,1251.8062,56.0091,2.0,54.0,58.0,58.0,0.044948,0.074332,-2e-06,0.340297,0.00454,1.0,1.0,0.0,0.0,0.0,219,219,0,0,0,0,110,109,0,109,0,0,110,0.5023,1.0092,514.3379,511.9947,0.0,1024.0,116,117,5.9278,24,0,0,0,0,0,2,2,2,1.0,1.0,55.5388,8.6622,37.0,63.0,0.0,0.0,0.0,0,0.0,0,0,0,117,1.8718,3.1933,24.0,104.8376,171.4564,1296.0,24,0,0,0,0.0
port_scan,run_13,port_scan.pcap,43956,10.223032,4299.7029,2461560,240785.7082,56.0005,2.0,54.0,58.0,58.0,0.000233,0.002028,-0.000216,0.231554,6.5e-05,1.0,1.0,0.0,0.0,0.0,43956,43956,0,0,0,0,21984,21972,0,21972,0,0,21984,0.5001,1.0005,512.1398,512.0,0.0,1024.0,21950,21951,8.2467,21846,1,1,0,0,0,2,2,2,1.0,1.0,55.5016,8.8327,37.0,63.0,0.0,0.0,0.0,0,0.0,0,0,0,21953,2.0023,147.4334,21846.0,112.1286,7961.375,1179684.0,21846,0,0,0,0.0
replay_attack,run_13,replay_attack.pcap,317,10.182384,31.1322,17626,1731.0288,55.6025,1.9601,54.0,58.0,54.0,0.032223,0.041891,-1e-06,0.255749,0.010824,1.0,1.0,0.0,0.0,0.0,317,317,0,0,0,0,127,190,0,190,0,0,127,0.4006,0.6684,410.2461,501.7869,0.0,1024.0,220,73,4.9624,46,1,0,0,3,0,2,2,2,0.9713,0.9713,56.8675,8.5221,37.0,63.0,0.0,0.0,0.0,0,0.0,0,0,0,73,4.3425,7.4599,46.0,241.4521,403.0112,2484.0,46,0,0,1,0.0
rtsp_brute_force,run_13,rtsp_brute_force.pcap,557,9.818481,56.7298,30538,3110.2569,54.8259,2.2309,42.0,74.0,54.0,0.017659,0.059856,-4.1e-05,0.466786,0.000167,1.0,0.9964,0.0,0.0036,0.0,557,555,0,2,0,0,95,460,2,455,0,0,92,0.1658,0.2065,638.9333,5452.1408,0.0,65160.0,464,104,2.8595,372,0,1,6,0,0,2,2,2,0.6671,0.6671,60.5601,6.1523,37.0,64.0,0.0,0.0,0.0,0,0.0,0,0,0,105,5.3048,36.0495,372.0,290.8381,1946.2633,20088.0,372,0,0,0,0.0108
slowloris,run_13,slowloris.pcap,28917,9.903125,2919.9873,1619326,163516.663,55.9991,2.0,54.0,58.0,54.0,0.000342,0.00519,-0.000199,0.361921,5.6e-05,1.0,1.0,0.0,0.0,0.0,28917,28917,0,0,0,0,14452,14465,0,14465,0,0,14451,0.4997,0.9991,513.9559,634.4891,0.0,64240.0,14385,14385,7.9646,14292,0,0,0,0,0,2,2,2,1.0,1.0,55.4927,8.8544,37.0,64.0,0.0,0.0,0.0,0,0.0,0,0,0,14389,2.0097,119.1345,14292.0,112.5392,6433.2624,771772.0,14292,0,0,0,0.0
brute_force_ssl,run_14,brute_force_ssl.pcap,33613,9.974811,3369.7881,1893854,189863.6461,56.3429,16.4931,54.0,1386.0,58.0,0.000297,0.003086,-0.000156,0.448817,5.5e-05,1.0,1.0,0.0,0.0,0.0,33613,33613,0,0,0,0,16794,16823,7,16759,28,0,16790,0.4995,0.9983,528.191,1114.5519,0.0,65160.0,15868,15782,8.1645,15790,0,33,0,0,0,2,2,2,1.0,1.0,55.4903,8.8787,37.0,64.0,381.8571,410.028,1320.0,28,0.0008,1,0,0,15785,2.1294,125.7808,15789.0,119.9781,6792.3486,852606.0,15789,0,0,0,0.0
dos_http_flood,run_14,dos_http_flood.pcap,2998,10.169564,294.8012,671589,66039.1112,224.0123,371.8185,54.0,2241.0,74.0,0.003393,0.009248,-0.000165,0.080647,0.000156,1.0,1.0,0.0,0.0,0.0,2998,2998,0,0,0,0,552,2646,46,118,1158,0,323,0.1077,0.2086,10626.7091,23138.4898,0.0,65160.0,332,325,5.2635,1412,0,1412,0,0,0,2,2,2,1.0,1.0,63.0377,2.8243,37.0,64.0,405.9475,505.8702,2175.0,1163,0.3879,2,0,0,326,9.1963,77.8642,1412.0,2060.089,10092.2824,182807.0,1412,0,0,0,0.0
dos_syn_flood,run_14,dos_syn_flood.pcap,6066,10.221011,593.4834,335768,32850.7615,55.3525,1.8923,54.0,58.0,54.0,0.001685,0.001331,-0.000267,0.005318,0.002193,1.0,1.0,0.0,0.0,0.0,6066,6066,0,0,0,0,4015,2051,0,2051,0,0,2051,0.3381,1.9576,20979.5608,29934.8013,0.0,64240.0,2056,2056,4.7843,3928,0,3928,0,0,0,2,2,2,0.923,0.923,63.4439,1.9921,37.0,64.0,0.0,0.0,0.0,0,0.0,0,0,0,2060,2.9447,86.5025,3928.0,162.9942,4671.0463,212112.0,3928,0,0,0,0.0
